"type","name","time_units","begin_time","frequency","count","units"
"signal","","s",0.0000,2000.3556,75600,"uV"

"time","value"
0.5104,17.6534
0.5109,17.6534
0.5114,24.9780
0.5119,30.1664
0.5124,29.8612
0.5129,31.6923
0.5134,39.0170
0.5139,43.9001
0.5144,38.4066
0.5149,25.5884
0.5154,14.2962
0.5159,10.0235
0.5164,10.9391
0.5169,13.6859
0.5174,15.8222
0.5179,13.9911
0.5184,8.4976
0.5189,3.9196
0.5194,4.8352
0.5199,9.1079
0.5204,10.6339
0.5209,7.8872
0.5214,4.8352
0.5219,5.1404
0.5224,6.9716
0.5229,3.9196
0.5234,-7.9829
0.5239,-23.8531
0.5244,-32.0933
0.5249,-27.2102
0.5254,-16.5284
0.5259,-11.3401
0.5264,-12.2557
0.5269,-11.6453
0.5274,-7.0674
0.5279,-4.6258
0.5284,-8.2881
0.5289,-11.3401
0.5294,-6.7622
0.5299,2.3937
0.5304,8.4976
0.5309,9.7183
0.5314,9.1079
0.5319,8.1924
0.5324,4.8352
0.5329,-1.2687
0.5334,-7.0674
0.5339,-8.5933
0.5344,-6.7622
0.5349,-4.6258
0.5354,-3.4050
0.5359,-5.2362
0.5364,-9.8141
0.5369,-15.9180
0.5374,-20.4959
0.5379,-21.4115
0.5384,-19.8855
0.5389,-18.0544
0.5394,-18.0544
0.5399,-20.1907
0.5404,-22.0219
0.5409,-20.4959
0.5414,-14.3920
0.5419,-7.9829
0.5424,-8.5933
0.5429,-21.4115
0.5434,-42.1647
0.5439,-58.9504
0.5444,-62.0024
0.5449,-54.0673
0.5454,-43.6907
0.5459,-33.3141
0.5464,-18.6648
0.5469,-3.4050
0.5474,-1.5739
0.5479,-20.1907
0.5484,-45.8271
0.5489,-56.8141
0.5494,-46.7426
0.5499,-27.5154
0.5504,-12.8661
0.5509,-6.7622
0.5514,-5.8466
0.5519,-8.2881
0.5524,-15.0024
0.5529,-26.2946
0.5534,-39.7232
0.5539,-50.7102
0.5544,-54.3725
0.5549,-51.9309
0.5554,-51.9309
0.5559,-60.4764
0.5564,-73.2945
0.5569,-82.4504
0.5574,-84.2815
0.5579,-80.9244
0.5584,-73.5997
0.5589,-62.6127
0.5594,-52.2361
0.5599,-47.3530
0.5604,-43.9959
0.5609,-35.4504
0.5614,-23.5479
0.5619,-16.2232
0.5624,-16.8336
0.5629,-16.8336
0.5634,-10.1193
0.5639,-0.9635
0.5644,1.4781
0.5649,-3.0998
0.5654,-9.5089
0.5659,-10.1193
0.5664,-2.1843
0.5669,9.1079
0.5674,15.2118
0.5679,10.3287
0.5684,1.7833
0.5689,1.1729
0.5694,8.1924
0.5699,11.8547
0.5704,6.9716
0.5709,0.2573
0.5714,-1.2687
0.5719,-2.1843
0.5724,-5.8466
0.5729,-7.0674
0.5734,2.3937
0.5739,17.0430
0.5744,22.5365
0.5749,14.6014
0.5754,2.3937
0.5759,-4.0154
0.5764,-5.8466
0.5769,-6.7622
0.5774,-7.3726
0.5779,-4.6258
0.5784,2.0885
0.5789,11.2443
0.5794,17.9586
0.5799,18.8742
0.5804,17.3482
0.5809,23.7573
0.5814,43.9001
0.5819,69.2312
0.5824,84.1858
0.5829,84.7962
0.5834,79.9130
0.5839,73.5040
0.5844,60.3806
0.5849,40.8482
0.5854,28.3352
0.5859,29.2508
0.5864,28.0300
0.5869,6.9716
0.5874,-24.4634
0.5879,-40.9439
0.5884,-33.0089
0.5889,-16.2232
0.5894,-4.3206
0.5899,4.2248
0.5904,15.2118
0.5909,23.1469
0.5914,22.8417
0.5919,17.9586
0.5924,12.7703
0.5929,5.4456
0.5934,-4.0154
0.5939,-8.5933
0.5944,-2.1843
0.5949,8.4976
0.5954,13.3807
0.5959,11.5495
0.5964,10.6339
0.5969,12.4651
0.5974,11.8547
0.5979,5.7508
0.5984,-1.8791
0.5989,-7.3726
0.5994,-9.2037
0.5999,-7.9829
0.6004,-5.5414
0.6009,-4.6258
0.6014,-5.5414
0.6019,-5.8466
0.6024,-4.3206
0.6029,-4.3206
0.6034,-9.5089
0.6039,-18.9699
0.6044,-25.9894
0.6049,-25.9894
0.6054,-18.6648
0.6059,-9.2037
0.6064,-4.3206
0.6069,-4.0154
0.6074,-3.7102
0.6079,1.1729
0.6084,7.8872
0.6089,9.4131
0.6094,4.5300
0.6099,0.2573
0.6104,2.6989
0.6109,10.0235
0.6114,15.2118
0.6119,17.0430
0.6124,16.7378
0.6129,13.3807
0.6134,2.6989
0.6139,-13.7816
0.6144,-27.2102
0.6149,-30.2621
0.6154,-27.5154
0.6159,-29.9569
0.6164,-39.4180
0.6169,-44.9115
0.6174,-38.1972
0.6179,-24.1582
