"type","name","time_units","begin_time","frequency","count","units"
"signal","","s",0.0000,2000.3556,146960,"uV"

"time","value"
0.2685,56.3225
0.2690,67.6147
0.2695,75.5497
0.2700,82.8744
0.2705,92.9458
0.2710,104.5432
0.2715,115.8354
0.2720,127.4328
0.2725,139.0302
0.2730,148.1860
0.2735,154.9003
0.2740,162.5301
0.2745,171.0756
0.2750,179.9262
0.2755,189.0820
0.2760,200.0690
0.2765,210.1405
0.2770,215.3288
0.2775,217.7703
0.2780,222.0430
0.2785,228.1469
0.2790,231.5041
0.2795,233.6404
0.2800,239.1339
0.2805,247.0690
0.2810,251.6469
0.2814,252.8677
0.2819,255.6144
0.2824,261.4131
0.2829,265.6858
0.2834,267.8222
0.2839,272.7053
0.2844,279.1144
0.2849,280.9456
0.2854,277.8936
0.2859,274.8417
0.2864,274.5365
0.2869,273.3157
0.2874,270.8741
0.2879,270.8741
0.2884,272.4001
0.2889,269.9586
0.2894,263.8547
0.2899,259.8871
0.2904,258.6664
0.2909,255.9196
0.2914,252.5625
0.2919,253.1729
0.2924,255.3092
0.2929,252.8677
0.2934,247.3742
0.2939,245.2378
0.2944,246.7638
0.2949,245.2378
0.2954,243.4066
0.2959,246.7638
0.2964,251.6469
0.2969,248.9001
0.2974,243.1015
0.2979,247.3742
0.2984,260.8027
0.2989,265.9910
0.2994,257.7508
0.2999,248.9001
0.3004,250.4261
0.3009,256.2248
0.3014,257.1404
0.3019,256.2248
0.3024,259.5820
0.3029,264.4651
0.3034,266.2962
0.3039,267.5170
0.3044,270.5690
0.3049,272.0949
0.3054,269.9586
0.3059,265.9910
0.3064,263.2443
0.3069,260.8027
0.3074,257.7508
0.3079,256.5300
0.3084,255.9196
0.3089,251.9521
0.3094,245.2378
0.3099,240.0495
0.3104,237.3028
0.3109,234.2508
0.3114,230.5885
0.3119,229.0625
0.3124,229.3677
0.3129,226.6210
0.3134,221.4327
0.3139,217.1599
0.3144,214.1080
0.3149,210.4457
0.3154,206.1729
0.3159,203.7314
0.3164,200.9846
0.3169,194.2703
0.3174,185.4197
0.3179,178.7054
0.3184,173.8223
0.3189,166.8029
0.3194,158.8678
0.3199,152.7639
0.3204,146.9652
0.3209,137.8094
0.3214,125.2964
0.3219,114.0042
0.3224,104.2380
0.3229,93.2510
0.3234,82.2640
0.3239,73.1082
0.3244,63.9523
0.3249,51.7446
0.3254,36.7900
0.3259,23.0563
0.3264,11.4589
0.3269,0.4719
0.3274,-9.5995
0.3279,-19.0605
0.3284,-29.4372
0.3289,-42.8657
0.3294,-56.5995
0.3299,-68.1968
0.3304,-79.7942
0.3309,-92.6124
0.3314,-103.9046
0.3319,-112.1448
0.3324,-120.3851
0.3329,-131.9825
0.3334,-144.1902
0.3339,-153.9565
0.3344,-161.8915
0.3349,-170.7422
0.3354,-178.0668
0.3359,-182.3396
0.3364,-186.3071
0.3369,-193.9369
0.3374,-202.1772
0.3379,-207.0603
0.3384,-209.1967
0.3389,-212.8590
0.3394,-215.9109
0.3399,-215.6057
0.3404,-214.0798
0.3409,-215.6057
0.3414,-218.9629
0.3419,-220.1837
0.3424,-218.9629
0.3429,-217.1317
0.3434,-214.0798
0.3439,-207.9759
0.3444,-201.2616
0.3449,-197.2941
0.3454,-194.8525
0.3459,-190.2746
0.3464,-182.9499
0.3469,-175.6253
0.3474,-167.3850
0.3479,-156.7032
0.3484,-145.4110
0.3489,-136.2552
0.3494,-128.9305
0.3499,-120.0799
0.3504,-109.0929
0.3509,-97.1903
0.3514,-83.1514
0.3519,-65.7553
0.3524,-48.0540
0.3529,-36.7618
0.3534,-31.5735
0.3539,-26.3852
0.3544,-16.9242
0.3549,-7.1580
0.3554,-0.1385
0.3559,6.5758
0.3564,16.9524
0.3569,27.0238
0.3574,32.8225
0.3579,36.7900
0.3584,43.5043
0.3589,51.7446
0.3594,58.4588
0.3599,65.1731
0.3604,74.9393
0.3609,84.4004
0.3614,88.3679
0.3619,89.2835
0.3624,94.4718
0.3629,103.9328
0.3634,109.1211
0.3639,109.7315
0.3644,117.0562
0.3649,136.2834
0.3654,153.9847
0.3659,154.9003
0.3664,142.9977
0.3669,135.3678
0.3674,140.5561
0.3679,151.5431
0.3684,158.8678
0.3689,162.2249
0.3694,166.1925
0.3699,172.2964
0.3704,177.7899
0.3709,182.0626
0.3714,187.8613
0.3719,196.1015
0.3724,204.6470
0.3729,211.3612
0.3734,216.5495
0.3739,222.3482
0.3744,229.0625
0.3749,235.7768
0.3754,242.4911
0.3759,251.3417
0.3764,261.1079
0.3769,268.7378
0.3774,272.7053
0.3779,276.9780
0.3784,283.0819
0.3789,288.5754
0.3794,293.1533
0.3799,299.5624
0.3804,308.1079
